blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,borrower,amount
polygon,compound,3,50620440,2023-12-01 17:06:53.000 UTC,0xbd9c874074dd350ea28fca1e5af475264efafe36bab6775d6d92fd8b0473503d,161,borrow,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x1424a82d2d9cb3fc2d19638ee405a0c9141479d5,1e+10
polygon,compound,3,49224163,2023-10-27 18:27:55.000 UTC,0xaf74aa5617a60f0c68a610d8621d8c0badf3681d0984874d7d99a15e2c15fb7b,193,borrow_liquidation,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9312b13a05b3078f32dd35089f16971f6c3190e6,-2.24209472e+08
polygon,compound,3,50613651,2023-12-01 13:03:13.000 UTC,0x7de4ac5fd97c6fd73f2c04edce6adf17fc4a9df3f2d6eb63ebc563c1e91a1034,250,repay,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x7eb4bd83390d03192df978af5ecf9e8bfd0bfbea,-2.0066279e+07
polygon,compound,3,40115396,2023-03-08 17:37:24.000 UTC,0xc535dd6b5243d05d673213825f43cda0befa1d624844a85d6b6092d4b42cdf96,193,borrow,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xaba16998347105c48a87eb47367af9761fb558ba,2.999999875e+09
polygon,compound,3,48644964,2023-10-12 22:07:07.000 UTC,0x46ee78bd161b746671d595398a8bf6bea3d8ec719a86526980ecda29c7b7c8b2,152,repay,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xefe5fec1bf728eca069e7afa0d936572fb3922c6,-5.296855520e+09
