blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
ethereum,radiant,1,18964061,2024-01-08 18:26:47.000 UTC,0x491657707ecc4aa9d7aaa8aa42cf9e744f4b586752f9577530748ff26d3cbb04,121,0xae78736cd615f374d3085123a210448e74fc6393,0x6bfce075a1c4f0fd4067a401da8f159354e1a916,9.29137780012633e+17
ethereum,radiant,1,18793490,2023-12-15 19:06:35.000 UTC,0xcd089e860100f56ee4635cb016fd954512b4913292700104593cf20d963c8845,470,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x9901bac880caecad999e292811db9c1db3e86f8a,1.5e+18
ethereum,radiant,1,18785700,2023-12-14 16:55:11.000 UTC,0x97c0d84f117e5823822ab49a5508b726204389dc45e71fcddef7c6d3489f80c3,144,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x9901bac880caecad999e292811db9c1db3e86f8a,5.172250133e+09
