blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
base,aave,3,15827955,2024-06-15 09:54:17.000 UTC,0x1c471d349cf1346f1559c6971738e0c39ff353710ac31291b71a8821fa8f5db4,1071,deposit,0x4200000000000000000000000000000000000006,0x18cd499e3d7ed42feba981ac9236a278e4cdc2ee,4.36871496594842e+14
base,aave,3,15800022,2024-06-14 18:23:11.000 UTC,0x848c21ee62024e5fef4087df08d54a40c4fdec184d7f4b2db3acb0b7219e9375,53,deposit_liquidation,0x4200000000000000000000000000000000000006,0x738863d4a6a006a6fa740182521388fb3627cda0,-9.32650210500932e+14
base,aave,3,15827963,2024-06-15 09:54:33.000 UTC,0xc9c8a306223b1f8b4f798e956e8ae73d4467728e5f5e3fe7077f872a604f50a3,42,withdraw,0x4200000000000000000000000000000000000006,0x18cd499e3d7ed42feba981ac9236a278e4cdc2ee,-6.60000004593744e+14
