blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
celo,moola,1,22598817,2023-11-22 14:18:24.000 UTC,0xd3e4f50bc81ed9b65afd7df0c0111edb79af417462cb380bdba67383b6dc73f6,69,deposit,0xd8763cba276a3738e6de85b4b3bf5fded6d6ca73,0x3a88e34145e88d52427fe64c72f75bdb5b8cb242,4.469745471095466e+19
celo,moola,1,22584228,2023-11-21 18:02:34.000 UTC,0x6f9aecadd238cd3a6f826a94c8986baaaf647086dede73f70d74f469da486bd4,13,deposit_liquidation,0x471ece3750da237f93b8e339c536989b8978a438,0xa904e2cde2f31e4a3f626f0d9054726dbca4695e,-1.1704882052897668e+21
celo,moola,1,22598762,2023-11-22 14:13:49.000 UTC,0xefe9fcd88868599ffb6a705764480143b722d8329ad35a2c297b0c1def89962c,18,withdraw,0x765de816845861e75a25fca122bb6898b8b1282a,0x3a88e34145e88d52427fe64c72f75bdb5b8cb242,-6.489671282365561e+19
