blockchain,project,version,block_number,block_time,tx_hash,evt_index,transaction_type,token_address,depositor,amount
sonic,aave,3,11650997,2025-03-04 16:38:26.000 UTC,0x6995d83320bfabacbbf6b42240096f84aff8615f58d85409adf229574af9a5fb,8,deposit,0x50c42deacd8fc9773493ed674b675be577f2634b,0x7b3e637e0e27a6657cd7c21a5f46f90c6ea72307,1.05e+21
sonic,aave,3,11650512,2025-03-04 16:35:23.000 UTC,0x577ed7a0af87c6cbd8831ce06e1688ec7b1216854069b5ada4e099baaf5cd3be,5,withdraw,0x50c42deacd8fc9773493ed674b675be577f2634b,0x58f7781c28e6c35a37e0a9577f94ebd797ba8d1c,-598510247468
