blockchain,project,version,block_number,block_time,tx_hash,evt_index,token_address,recipient,amount
base,seamlessprotocol,1,9670047,2024-01-24 20:50:41.000 UTC,0x0d2e8b207a8fc025ab2f1f70babb5aea6aef05344077949bac41f5a60ff24439,39,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x6d381fc17cb7baf46bca0c8889b1da8dd6f46c8f,3.381076581133e+13
base,seamlessprotocol,1,9615145,2024-01-23 14:20:37.000 UTC,0x57b720f8c6d95fba6c074013462504b2a8e1b8fed3c8508927476288134327ee,50,0xd9aaec86b65d86f6a7b5b1b0c42ffa531710b6ca,0x6d381fc17cb7baf46bca0c8889b1da8dd6f46c8f,878667
base,seamlessprotocol,1,9606457,2024-01-23 09:31:01.000 UTC,0x8342b9247a42bf5d7f1d5c8b541a0ff1be47f51fde923ed5eaf1fb6a73e9a212,39,0x2ae3f1ec7f1f5012cfeab0185bfc7aa3cf0dec22,0x6d381fc17cb7baf46bca0c8889b1da8dd6f46c8f,1.06759262654764e+14
