evt_tx_hash,evt_block_time,borrower,lender,collectionContract,tokenId,apr,duration,source,eth,usd,status,currency,principal_raw,collectionName
0x8276159ee57d24cf2b923b15671c37d5a2aaa5e51ae7d6bfca0a6fbe8aa35f2c,2020-05-28T11:16:00Z,0xc35a5fec6be6957899e15559be252db882220b37,0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,0xf3e778f839934fc819cfa1040aabacecba01e049,1881,2607.1428571428573,7,NFTFi,0.002,0.39124000000000003,DEFAULTED,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2000000000000000,Avastars
0xf30728fd6494778108104fe6b2a25e5fe2300d0b7d40b09b2794063e9c23a084,2020-06-01T10:40:16Z,0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,0xc35a5fec6be6957899e15559be252db882220b37,0x06012c8cf97bead5deae237070f9587f8e7a266d,1930777,121.66666666666666,30,NFTFi,0.02,4.5728,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,20000000000000000,CryptoKitties
0xd950ee5235ff4c9ab5491de1c72f5bf8177b69704b01f388684abbcae845a875,2020-06-04T15:09:31Z,0xc35a5fec6be6957899e15559be252db882220b37,0x954149c9febade512b1b6c5645bc7aad04053a58,0x79986af15539de2db9a5086382daeda917a9cf0c,630,81.1111111111111,30,NFTFi,0.75,177.95250000000001,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,750000000000000000,Cryptovoxels
0xca7afdb351834ac9249061024a22c3adfc1887f418d17003b71a7ec55a303ebe,2020-06-04T18:30:16Z,0x44ddf3e35cd2d629d78674ff6bf5b953e2b069fe,0x954149c9febade512b1b6c5645bc7aad04053a58,0x79986af15539de2db9a5086382daeda917a9cf0c,2281,81.1111111111111,30,NFTFi,0.75,177.915,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,750000000000000000,Cryptovoxels
0xf835425cd5ea94c82daf0b1ae7f82964738650f82de9c4b628fb62dacceb7dae,2020-06-07T15:18:47Z,0x8b90b6a6939c41a04090c3f5b2fe60bf34ca1fff,0x16df45560dcbdc85825d2015bbd2f03fc5676b71,0xf5b0a3efb8e8e4c201e2a935f110eaaf3ffecb8d,43908,,7,NFTFi,0,0,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0,Axie
0x36a0e75a3a9d2b36ad4a959e1139779499b84847e82f83bc82a5178d9b3c9131,2020-06-11T18:57:22Z,0xc35a5fec6be6957899e15559be252db882220b37,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0x06012c8cf97bead5deae237070f9587f8e7a266d,781581,101.38888888888889,30,NFTFi,3,682.9799999999999,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,3000000000000000000,CryptoKitties
0xb34fef6ea984dbd2878cf73b865c1896940eac788a0d5cc5910f272475629772,2020-06-11T20:33:43Z,0x159839f12435b7964c0728454b6b112b90b8bab2,0xc35a5fec6be6957899e15559be252db882220b37,0x06012c8cf97bead5deae237070f9587f8e7a266d,11059,81.11111111111111,30,NFTFi,0.03,6.6855,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,30000000000000000,CryptoKitties
0x6e3b9a44241828b2e75279325c38200f7f1ec699fd5db08633b9a25799d1701b,2020-06-13T19:32:35Z,0xc35a5fec6be6957899e15559be252db882220b37,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0xd4e4078ca3495de5b1d4db434bebc5a986197782,404,73,30,NFTFi,0.5,116.115,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,500000000000000000,Autoglyphs
0x1a1a2f9ac2a0b005f9be1fb44f7eeafeb3337219b5aa32506183ea5865273ba2,2020-06-14T20:27:59Z,0xc35a5fec6be6957899e15559be252db882220b37,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0x06012c8cf97bead5deae237070f9587f8e7a266d,860996,97.33333333333333,30,NFTFi,2,457.96,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2000000000000000000,CryptoKitties
0x0d849551ca0842cb3fb65db68a54ea7b76ba1ff3aec9117f1a604ac0c050acc8,2020-06-16T22:52:58Z,0xeaa6be7869506148b97bf76c844b6b3b51951840,0xc35a5fec6be6957899e15559be252db882220b37,0x6c7b6cc55d4098400ac787c8793205d3e86c37c9,27,60.83333333333333,30,NFTFi,1,228.27,REPAID,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1000000000000000000,JOYWORLD S2
