blockchain,block_date,block_time,taker_symbol,maker_symbol,token_pair,taker_token_amount,maker_token_amount,taker_token_amount_raw,maker_token_amount_raw,volume_usd,taker_token,maker_token,taker,maker,affiliate_address,tx_hash,tx_from,tx_to,evt_index,type,swap_flag,fills_within
avalanche_c,2023-01-01,2023-01-01 16:49,XETA,USDC,USDC-XETA,,109.470959,3e+21,1.09470959e+08,109.54660343266899,0x31c994ac062c1970c086260bc61babb708643fac,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0x000000025472616465724a6f6500000000000000,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0x00a79e16ae9f3abca60a392419f2f4b1d1733f6bc2702a75ca32723776e569ab,0xc73c66fcf350930ede9efbe7e8a0ab690b79dbcb,0xdef1c0ded9bec7f1a1670819833240f027b25eff,7,BridgeFill,true,1
avalanche_c,2023-01-01,2023-01-01 18:55,WAVAX,0xb2a85c5ecea99187a977ac34303b80acbddfa208,,1.0408125,,1.0408125e+18,9.372578885570105e+19,11.303223749999999,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xb2a85c5ecea99187a977ac34303b80acbddfa208,0x1f6619ab13f34a9388c48198036dee14b0318b81,0x000000025472616465724a6f6500000000000000,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,0x0179d7a1d2c7e96e28a9816bf41cdb2e44ab6ba176816a314d21ce0774a13790,0x1f6619ab13f34a9388c48198036dee14b0318b81,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,13,BridgeFill,true,1
avalanche_c,2023-01-01,2023-01-01 18:55,WAVAX,0xb2a85c5ecea99187a977ac34303b80acbddfa208,,3.469375,,3.469375e+18,3.1147626325049095e+20,37.677412499999996,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xb2a85c5ecea99187a977ac34303b80acbddfa208,0x1f6619ab13f34a9388c48198036dee14b0318b81,0x0000000250616e676f6c696e0000000000000000,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,0x0179d7a1d2c7e96e28a9816bf41cdb2e44ab6ba176816a314d21ce0774a13790,0x1f6619ab13f34a9388c48198036dee14b0318b81,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,8,BridgeFill,true,1
avalanche_c,2023-01-01,2023-01-01 09:53,USDC,0x505421748269463fb51b320d12bc68831bbed959,,100,,1e+08,7.738784981339147e+20,100.064,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,0x505421748269463fb51b320d12bc68831bbed959,0x9ca3d3b63ce8c2c3bf2b0ac490edc4f47589c516,0x000000025472616465724a6f6500000000000000,0x86003b044f70dac0abc80ac8957305b6370893ed,0x02260758b7125b2b61d2ce0ec7381dd67d81cb5153a6392c164921d3b49f2f64,0x9ca3d3b63ce8c2c3bf2b0ac490edc4f47589c516,0xdef1c0ded9bec7f1a1670819833240f027b25eff,39,BridgeFill,true,1
avalanche_c,2023-01-01,2023-01-01 06:26,0xc0c5aa69dbe4d6dddfbc89c0957686ec60f24389,WAVAX,,4.0110794e+07,0.4007827554780897,4.0110794e+25,4.007827554780897e+17,4.308414621389464,0xc0c5aa69dbe4d6dddfbc89c0957686ec60f24389,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,0xa122be4b17c9651b75bedee3e50507119067786c,0x000000025472616465724a6f6500000000000000,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,0x034ab9ee4dcfc25a716cadd4c1f43909f253de03098c331c60a13707857eee6a,0xa122be4b17c9651b75bedee3e50507119067786c,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31,6,BridgeFill,true,1
