tx_hash,taker,taker_token,maker_token,taker_token_amount
0x643771ec21f98febfb5cf075914a71876dc97a8700a6974be93dfdf002e3f14c,0xaf68e7515730de7cd905b2e00de99a6345d18893,0xed2b42d3c9c6e97e11755bb37df29b6375ede3eb,0x420fca0121dc28039145009570975747295f2329,412.83
0x1dde64af683d37dd859ff5b7624f0edf3679927ee3f9e76d7b761226a263dad7,0x0aa32e11c06aefce5918e38dd397ea349c059391,0x323665443cef804a3b5206103304bd4872ea4253,0xb97ef9ef8734c71904d8002f8b6bc66dd9c48a6e,11
0x9cd3973d658e2e3f25ec8f6a8ae8b3a87f3661c07b281fd7c76a026b5f2eda5b,0xb6e8d89d262239955677f99ef737ab1a09031599,0x9702230a8ea53601f5cd2dc00fdbc13d4df4a8c7,0xb31f66aa3c1e785363f0875a1b74e27b85fd66c7,4.91
0x20d38cdc2e0d4df470b0ff84554869725db31ba230cb29f6567f65aa4526c316,0x5cbbae2356bf6e550fc374ffc34890cfb19472df,0x60781c2586d68229fde47564546784ab3faca982,0x420fca0121dc28039145009570975747295f2329,75.6
0x84c29b622be20e26e53f99e47d942cf916d79e451d4373e3698a7480a86f6776,0x5cbbae2356bf6e550fc374ffc34890cfb19472df,0x8ad25b0083c9879942a64f00f20a70d3278f6187,0x420fca0121dc28039145009570975747295f2329,4227.48
