blockchain,project,block_date,block_time,taker_symbol,maker_symbol,token_pair,taker_token_amount,maker_token_amount,taker_token_amount_raw,maker_token_amount_raw,volume_usd,taker_token,maker_token,taker,maker,affiliate_address,tx_hash,tx_from,tx_to,evt_index
fantom,0x API,2023-01-01T00:00:00Z,2023-01-01T04:41:58Z,SEX,WFTM,SEX-WFTM,,0.9282833920820834,7.474554563954777e+18,9.282833920820835e+17,0.18518139731967065,0xd31fcd1f7ba190dbc75354046f6024a9b86014d7,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0xa1c72609d989cdb6d70534d3fa286b41efc42b0d,0x0000000253706f6f6b7953776170000000000000,0x4f5fc02be49bea15229041b87908148b04c14717,0x3f558f85f146d94b0380a61c59bfa8cd4ca460a800fe73214229da5c27c3c627,0xa1c72609d989cdb6d70534d3fa286b41efc42b0d,0xdef189deaef76e379df891899eb5a00a94cbc250,99
fantom,0x API,2023-01-01T00:00:00Z,2023-01-01T21:03:53Z,BOO,LSHARE,BOO-LSHARE,621.143509705054,,6.211435097050541e+20,8.63188183568371e+18,771.109764535845,0x841fad6eae12c286d1fd18d1d525dffa75c7effe,0xcbe0ca46399af916784cadf5bcc3aed2052d6c45,0x23c044f1cb5c4eb4bf3818ea8ce6c3b6faecbaed,0x00000002546f6d62537761700000000000000000,0xbc96cb7a856159a066a1f70f7dd32a07f1749c47,0x517d7c8e039921bff72cc9712bb52b7fb84031c9424e9b6a468b3d0f66a9616f,0x23c044f1cb5c4eb4bf3818ea8ce6c3b6faecbaed,0xdef189deaef76e379df891899eb5a00a94cbc250,16
fantom,0x API,2023-01-01T00:00:00Z,2023-01-01T11:48:35Z,USDC,WFTM,USDC-WFTM,75.954679,380.0228859338695,7.5954679e+07,3.800228859338695e+20,75.95479418871655,0x04068da6c83afcfa0e13ba15a6696662335d5b75,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0x99f184f531856395ec7bae58a04b2235bd97fa1c,0x0000000253706972697453776170000000000000,0x1000000000000000000000000000000000000011,0xdc6d8e0dcc89fdb60bc74a458d4e08a1b61ac3451dafd529ff178911030c5e30,0x99f184f531856395ec7bae58a04b2235bd97fa1c,0xd1ca1f4dbb645710f5d5a9917aa984a47524f49a,13
fantom,0x API,2023-01-01T00:00:00Z,2023-01-01T21:08:59Z,WFTM,USDC,USDC-WFTM,60.28560824406663,12.123117,6.028560824406663e+19,1.2123117e+07,12.130099915392,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,0x04068da6c83afcfa0e13ba15a6696662335d5b75,0x534967322b518ca7910eb019220c3a2b4ca778e4,0x0000000f53796e61707365000000000000000000,0x1000000000000000000000000000000000000011,0x09812753d268ee194af25985d4e1b859fa4d26348c22e32468e744bf639de68e,0x534967322b518ca7910eb019220c3a2b4ca778e4,0x1231deb6f5749ef6ce6943a275a1d3e7486f4eae,247
fantom,0x API,2023-01-01T00:00:00Z,2023-01-01T22:51:04Z,USDC,QI,QI-USDC,30,,3e+07,3.8066331360683504e+20,29.855149397834953,0x04068da6c83afcfa0e13ba15a6696662335d5b75,0x68aa691a8819b07988b18923f712f3f4c8d36346,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0x0000001942656574686f76656e78000000000000,0x86003b044f70dac0abc80ac8957305b6370893ed,0x5fa546447c6f9c093b339e92e8d4b57f0d894d7ee2b62688774bc7de91917d59,0x18615bcf792a9af80bc0000e5d0d66148afa7b30,0xdef189deaef76e379df891899eb5a00a94cbc250,11
