timestamp,protocol_version,tx_hash,evt_index,maker_address,taker_address,maker_token,maker_symbol,maker_asset_filled_amount,taker_token,taker_symbol,taker_asset_filled_amount,fee_recipient_address,volume_usd,protocol_fee_paid_eth,blockchain
2023-04-06 8:39,v4,0xf56fae929a559b65f027f935691cc7ffc11e889d7685e3934c7e74f49709c096,668,0x76f3f64cb3cd19debee51436df630a342b736c24,0xec766119a2021956773f16cf77a3b248ff79b1c7,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,,,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,DAI,3.93E-107,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,0.7077731333,0,polygon
2023-04-06 8:23,v4,0x552f1609c8f082023a0d73f24fc94249628534a464871e74a2193e5c73ffc6be,519,0xcc179a013caa7b903f35afa5092737010cf3d51e,0x76f3f64cb3cd19debee51436df630a342b736c24,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,,,0x0621d647cecbfb64b79e44302c1933cb4f27054d,,,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,,0,polygon
2023-04-06 6:20,v4,0x2a24868db54c095e3256fcc71fff4cc6310307418227f644fb2c527a1749cfbd,207,0xa9b4d559a98ff47c83b74522b7986146538cd4df,0x76f3f64cb3cd19debee51436df630a342b736c24,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.33E-118,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WETH,2.22E-110,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,0.8,0,polygon
2023-04-06 6:13,v4,0xa73ea10f8933dbda255f8e319847809a2f95ca4133810058c3362749c3a59790,183,0x76f3f64cb3cd19debee51436df630a342b736c24,0x76f3f64cb3cd19debee51436df630a342b736c24,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.67E-118,0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,FRAX,5.56E-107,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,1.00E+00,0,polygon
2023-04-06 8:11,v4,0xeb767c4871b7ff843431c1b8684eb985aa7502b3db48c3bccb84ff655e77c0be,375,0xcc179a013caa7b903f35afa5092737010cf3d51e,0x76f3f64cb3cd19debee51436df630a342b736c24,0x0621d647cecbfb64b79e44302c1933cb4f27054d,,,0xe06bd4f5aac8d0aa337d13ec88db6defc6eaeefe,,,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,,0,polygon
2023-04-05 0:59,v4,0xa8f84bdde4a4d411023c762e838317e12ddea5bf91d9b1058a2e4a8bcca55780,335,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0xdb6f1920a889355780af7570773609bd8cb1f498,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,1.49E-116,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.49E-116,,89.668089,,polygon
