timestamp,protocol_version,tx_hash,evt_index,maker,taker,maker_token,maker_symbol,maker_asset_filled_amount,taker_token,taker_symbol,taker_asset_filled_amount,fee_recipient_address,volume_usd,protocol_fee_paid_eth,blockchain
2023-04-06 6:20,v4,0x2a24868db54c095e3256fcc71fff4cc6310307418227f644fb2c527a1749cfbd,207,0xa9b4d559a98ff47c83b74522b7986146538cd4df,0x76f3f64cb3cd19debee51436df630a342b736c24,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.33E-118,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WETH,2.22E-110,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,0.8,0,polygon
2023-04-06 6:13,v4,0xa73ea10f8933dbda255f8e319847809a2f95ca4133810058c3362749c3a59790,183,0x76f3f64cb3cd19debee51436df630a342b736c24,0x76f3f64cb3cd19debee51436df630a342b736c24,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.67E-118,0x45c32fa6df82ead1e2ef74d17b76547eddfaff89,FRAX,5.56E-107,0xad09fce8d34fc38241909fa803ea68e27e85c6e0,1.00E+00,0,polygon
2023-04-05 0:59,v4,0xa8f84bdde4a4d411023c762e838317e12ddea5bf91d9b1058a2e4a8bcca55780,335,0x945bcf562085de2d5875b9e2012ed5fd5cfab927,0xdb6f1920a889355780af7570773609bd8cb1f498,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,1.49E-116,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,1.49E-116,,89.668089,,polygon 
