tx_hash,evt_index,contract_address,block_time,maker,taker,taker_token,taker_symbol,maker_token,maker_symbol,token_pair,taker_token_amount,taker_token_amount_raw,maker_token_amount,maker_token_amount_raw,type,affiliate_address,swap_flag,matcha_limit_order_flag,volume_usd,tx_from,tx_to
0x0402104093bed99a14f86fb412300adad57825c2adb14d6e51d07fab5d501c48,96,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-05-11T02:34:31Z,0x2008b6c3d07b061a84f790c035c2f6dc11a0be70,0x8d079180b274487d16d394dceb23ad493d030480,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,DAI,DAI-USDC,3.246424,3246424,3.2440039228299233,3244003922829923300,OtcOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,3.245804345007094,0x8d079180b274487d16d394dceb23ad493d030480,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0x3a813d3e8324fa127284ba158af304414dfee27349d3883854f63dc6767205bb,87,0xdb6f1920a889355780af7570773609bd8cb1f498,2023-05-16T11:47:09Z,0x00000012556e6973776170563300000000000000,0x80d8ee53f2b525ba141417db33b6834b702cae90,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WETH,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,WETH-WMATIC,0.004330580812920375,4.330580812920375E15,9.242257574885677,9.242257574885677E18,NewBridgeFill,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,7.877610517181082,0x80d8ee53f2b525ba141417db33b6834b702cae90,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0x4e5530682a4b2adaf40d73d5e0ea808eb899aea0bbe41d12ac60dbd78c108898,114,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-05-11T02:34:59Z,0x2008b6c3d07b061a84f790c035c2f6dc11a0be70,0xaa1c53bfee618699858a2035baba8982237029df,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,USDT-WMATIC,0.12985375,129853750000000000,0.111412,111412,OtcOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,0.11158959072800001,0xaa1c53bfee618699858a2035baba8982237029df,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0x5e6f219272e4976ba4a13f9df2754b299926f3950c23677d4faeba3f343573bf,196,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-05-11T02:33:33Z,0x2008b6c3d07b061a84f790c035c2f6dc11a0be70,0xa5654f0eced3719f645248552ed807b070e04460,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,DAI,DAI-USDC,3.207028,3207028,3.2046333724245204,3204633372424520000,OtcOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,3.2064119439462164,0xa5654f0eced3719f645248552ed807b070e04460,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0x850d55436c826071338ae620e6a79882500584afec8f5869ea817a4edbb7122f,107,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-05-11T02:34:55Z,0x2008b6c3d07b061a84f790c035c2f6dc11a0be70,0x895f7e72c56d0c6b437e6948bd865af4c9cd57ea,0x0d500b1d8e8ef31e21c99d1db9a6444d3adf1270,WMATIC,0xc2132d05d31c914a87c6611c10748aeb04b58e8f,USDT,USDT-WMATIC,0.99125,991250000000000000,0.858304,858304,OtcOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,0.8596721365760001,0x895f7e72c56d0c6b437e6948bd865af4c9cd57ea,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
0xfe649efd284f4d9c395200d042f93c4522f6b385c1dc86a7de876ab804e53254,306,0xdef1c0ded9bec7f1a1670819833240f027b25eff,2023-05-11T02:35:33Z,0x2008b6c3d07b061a84f790c035c2f6dc11a0be70,0x36ebcdb78e55bdd3e4c56f244eb3fd453b079bc4,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,USDC,0x8f3cf7ad23cd3cadbd9735aff958023239c6a063,DAI,DAI-USDC,3.243913,3243913,3.241065042935005,3241065042935005000,OtcOrderFilled,0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,true,false,3.242977271310337,0x36ebcdb78e55bdd3e4c56f244eb3fd453b079bc4,0x1a1ec25dc08e98e5e93f1104b5e5cdd298707d31
