tx_hash,block_time,sub_tx_trade_id,nft_token_id,nft_contract_address,price_raw,buyer,seller,platform_fee_amount_raw,royalty_fee_amount_raw
0xff6634d63d2edfbbd64f9c259284f83feaed37f3f7deef21e5957fb15ade365d,2019-08-22 19:07:59.000 UTC,1,113427475922722424806128626424507356501,0xb55c5cac5014c662fdbf21a2c59cd45403c482fd,136500000000000000,0x7e7e2bf7edc52322ee1d251432c248693ecd9e0f,0x6ed450e062c20f929cb7ee72fcc53e9697980a18,3250000000000000,13000000000000000
